5.940000000000000515e-07,1.659999999999999988e-06,7.189999999999999770e-06,2.260000000000000046e-05,1.079999999999999993e-05,1.529999999999999920e-05,4.459999999999999989e-05,2.699999999999999899e-05,6.589999999999999585e-06,3.140000000000000006e-06,3.599999999999999837e-06,7.609999999999999984e-06,9.279999999999999241e-06,1.270000000000000038e-05,2.850000000000000157e-05,4.559999999999999709e-05,1.800000000000000046e-05,5.200000000000000188e-06,1.039999999999999995e-06
1.410000000000000053e-06,3.229999999999999991e-06,8.950000000000000707e-06,1.590000000000000023e-05,1.779999999999999898e-05,3.009999999999999980e-05,6.329999999999999364e-05,6.839999999999999563e-05,2.830000000000000010e-05,1.000000000000000082e-05,6.160000000000000314e-06,1.599999999999999928e-05,4.849999999999999982e-05,5.789999999999999791e-05,4.190000000000000202e-05,2.500000000000000120e-05,1.819999999999999854e-05,9.819999999999999153e-06,3.059999999999999925e-06
3.450000000000000003e-06,4.899999999999999672e-06,1.360000000000000023e-05,3.759999999999999915e-05,2.470000000000000068e-05,7.090000000000000219e-05,1.410000000000000120e-04,1.250000000000000026e-04,7.360000000000000006e-05,2.050000000000000024e-05,1.290000000000000016e-05,3.839999999999999826e-05,1.150000000000000035e-04,1.510000000000000112e-04,7.810000000000000102e-05,3.929999999999999981e-05,4.009999999999999893e-05,2.330000000000000053e-05,7.300000000000000411e-06
5.489999999999999953e-06,9.140000000000000582e-06,1.679999999999999839e-05,3.830000000000000261e-05,1.800000000000000046e-05,2.949999999999999877e-05,5.890000000000000189e-05,9.890000000000000516e-05,6.399999999999999710e-05,4.550000000000000144e-05,2.729999999999999951e-05,6.150000000000000410e-05,1.620000000000000075e-04,1.840000000000000001e-04,1.119999999999999983e-04,4.410000000000000129e-05,2.629999999999999892e-05,3.199999999999999855e-05,9.449999999999999308e-06
7.480000000000000381e-06,1.629999999999999979e-05,1.250000000000000060e-05,1.009999999999999986e-05,5.040000000000000026e-06,5.169999999999999628e-06,1.279999999999999942e-05,2.390000000000000157e-05,2.460000000000000164e-05,4.080000000000000239e-05,3.130000000000000187e-05,5.170000000000000306e-05,1.440000000000000036e-04,1.700000000000000122e-04,1.789999999999999870e-04,8.440000000000000507e-05,4.179999999999999959e-05,3.219999999999999664e-05,1.329999999999999972e-05
3.450000000000000003e-06,4.330000000000000048e-06,4.930000000000000232e-06,5.959999999999999688e-06,4.019999999999999628e-06,2.929999999999999899e-06,9.680000000000000494e-06,2.279999999999999854e-05,1.690000000000000082e-05,2.419999999999999869e-05,3.259999999999999958e-05,4.029999999999999701e-05,7.760000000000000242e-05,1.110000000000000011e-04,1.259999999999999998e-04,6.629999999999999880e-05,3.619999999999999900e-05,2.479999999999999972e-05,1.349999999999999949e-05
1.540000000000000079e-06,1.740000000000000069e-06,3.559999999999999797e-06,1.390000000000000075e-05,1.390000000000000075e-05,1.329999999999999972e-05,3.000000000000000076e-05,6.540000000000000403e-05,7.959999999999999682e-05,8.959999999999999595e-05,8.289999999999999572e-05,1.240000000000000054e-04,1.430000000000000064e-04,1.060000000000000016e-04,5.780000000000000225e-05,2.669999999999999847e-05,2.209999999999999847e-05,2.080000000000000075e-05,9.500000000000000523e-06
4.380000000000000416e-06,7.639999999999999697e-06,8.120000000000000183e-06,2.150000000000000083e-05,5.160000000000000063e-05,7.320000000000000389e-05,7.899999999999999579e-05,1.769999999999999926e-04,2.030000000000000012e-04,3.170000000000000075e-04,2.660000000000000146e-04,3.899999999999999929e-04,3.609999999999999928e-04,2.059999999999999928e-04,1.240000000000000054e-04,5.080000000000000151e-05,4.550000000000000144e-05,5.780000000000000225e-05,2.190000000000000039e-05
9.449999999999999308e-06,1.250000000000000060e-05,1.749999999999999847e-05,2.949999999999999877e-05,1.079999999999999960e-04,1.620000000000000075e-04,1.379999999999999933e-04,1.869999999999999917e-04,2.410000000000000033e-04,4.079999999999999968e-04,3.879999999999999985e-04,3.490000000000000263e-04,3.640000000000000115e-04,2.809999999999999998e-04,2.269999999999999882e-04,1.410000000000000120e-04,1.669999999999999935e-04,1.840000000000000001e-04,6.200000000000000270e-05
1.720000000000000134e-05,1.550000000000000068e-05,1.520000000000000016e-05,2.720000000000000046e-05,7.270000000000000529e-05,1.669999999999999935e-04,1.939999999999999993e-04,1.830000000000000029e-04,2.620000000000000258e-04,3.069999999999999812e-04,3.370000000000000057e-04,4.330000000000000081e-04,3.339999999999999870e-04,2.629999999999999959e-04,2.700000000000000035e-04,2.369999999999999874e-04,2.200000000000000078e-04,2.390000000000000089e-04,7.880000000000000448e-05
