0.00160576,3
0.0005252,3
0.00052955,1
0.00164275,3
0.0008555499,3
0.000964715,1
0.00077238,3
0.00137425,3
0.00178963,3
0.00215665,1
0.00158165,3
0.00063022,3
0.00092003,3
0.00049497,1
0.00068405,1
0.00069618,3
0.00070268,1
0.00102386,1
0.001241903,1
0.0005794999,1
0.0007613429,1
0.00201048,1
0.00176175,1
0.00222723,1
0.00174753,3
0.00066103,3
0.00133548,3
0.00133548,3
0.00133548,3
0.0001543498,10
0.00158165,3
0.00023613,6
8.98E-05,8
0.00022675,7
0.00023613,6
0.00022675,7
8.98E-05,8
0.00133548,3
0.00022675,7
0.00022675,7
0.00023613,6
0.00023613,6
